# This file was generated with ParaNMR v1.12.3 at 12:49:45 06-07-2026 
shift (ppm),intensity (a.u.)
-94.552002,0.000030
-94.549721,0.000030
-94.547440,0.000030
-94.545159,0.000030
-94.542877,0.000030
-94.540596,0.000030
-94.538315,0.000030
-94.536034,0.000030
-94.533752,0.000030
-94.531471,0.000030
-94.529190,0.000030
-94.526909,0.000030
-94.524627,0.000030
-94.522346,0.000030
-94.520065,0.000030
-94.517784,0.000030
-94.515502,0.000030
-94.513221,0.000030
-94.510940,0.000030
-94.508659,0.000030
-94.506377,0.000030
-94.504096,0.000030
-94.501815,0.000030
-94.499534,0.000030
-94.497252,0.000030
-94.494971,0.000030
-94.492690,0.000030
-94.490409,0.000030
-94.488127,0.000030
-94.485846,0.000030
-94.483565,0.000030
-94.481284,0.000030
-94.479002,0.000030
-94.476721,0.000030
-94.474440,0.000030
-94.472159,0.000030
-94.469877,0.000030
-94.467596,0.000030
-94.465315,0.000030
-94.463034,0.000030
-94.460752,0.000030
-94.458471,0.000030
-94.456190,0.000030
-94.453908,0.000030
-94.451627,0.000030
-94.449346,0.000030
-94.447065,0.000030
-94.444783,0.000030
-94.442502,0.000030
-94.440221,0.000030
-94.437940,0.000030
-94.435658,0.000030
-94.433377,0.000030
-94.431096,0.000030
-94.428815,0.000030
-94.426533,0.000030
-94.424252,0.000030
-94.421971,0.000030
-94.419690,0.000030
-94.417408,0.000030
-94.415127,0.000030
-94.412846,0.000030
-94.410565,0.000030
-94.408283,0.000030
-94.406002,0.000030
-94.403721,0.000030
-94.401440,0.000030
-94.399158,0.000030
-94.396877,0.000030
-94.394596,0.000030
-94.392315,0.000030
-94.390033,0.000030
-94.387752,0.000030
-94.385471,0.000030
-94.383190,0.000030
-94.380908,0.000030
-94.378627,0.000030
-94.376346,0.000030
-94.374065,0.000030
-94.371783,0.000030
-94.369502,0.000030
-94.367221,0.000030
-94.364940,0.000030
-94.362658,0.000030
-94.360377,0.000030
-94.358096,0.000030
-94.355815,0.000030
-94.353533,0.000030
-94.351252,0.000030
-94.348971,0.000030
-94.346689,0.000030
-94.344408,0.000030
-94.342127,0.000031
-94.339846,0.000031
-94.337564,0.000031
-94.335283,0.000031
-94.333002,0.000031
-94.330721,0.000031
-94.328439,0.000031
-94.326158,0.000031
-94.323877,0.000031
-94.321596,0.000031
-94.319314,0.000031
-94.317033,0.000031
-94.314752,0.000031
-94.312471,0.000031
-94.310189,0.000031
-94.307908,0.000031
-94.305627,0.000031
-94.303346,0.000031
-94.301064,0.000031
-94.298783,0.000031
-94.296502,0.000031
-94.294221,0.000031
-94.291939,0.000031
-94.289658,0.000031
-94.287377,0.000031
-94.285096,0.000031
-94.282814,0.000031
-94.280533,0.000031
-94.278252,0.000031
-94.275971,0.000031
-94.273689,0.000031
-94.271408,0.000031
-94.269127,0.000031
-94.266846,0.000031
-94.264564,0.000031
-94.262283,0.000031
-94.260002,0.000031
-94.257721,0.000031
-94.255439,0.000031
-94.253158,0.000031
-94.250877,0.000031
-94.248596,0.000031
-94.246314,0.000031
-94.244033,0.000031
-94.241752,0.000031
-94.239471,0.000031
-94.237189,0.000031
-94.234908,0.000031
