# This file was generated with ParaNMR v1.14.0 at 12:34:40 21-07-2026 
shift (ppm),intensity (a.u.)
-90.931977,0.000418
-90.929993,0.000418
-90.928010,0.000418
-90.926026,0.000418
-90.924042,0.000418
-90.922059,0.000418
-90.920075,0.000418
-90.918091,0.000418
-90.916107,0.000418
-90.914124,0.000418
-90.912140,0.000418
-90.910156,0.000418
-90.908173,0.000418
-90.906189,0.000419
-90.904205,0.000419
-90.902222,0.000419
-90.900238,0.000419
-90.898254,0.000419
-90.896271,0.000419
-90.894287,0.000419
-90.892303,0.000419
-90.890320,0.000419
-90.888336,0.000419
-90.886352,0.000419
-90.884369,0.000419
-90.882385,0.000419
-90.880401,0.000420
-90.878418,0.000420
-90.876434,0.000420
-90.874450,0.000420
-90.872467,0.000420
-90.870483,0.000420
-90.868499,0.000420
-90.866516,0.000420
-90.864532,0.000420
-90.862548,0.000420
-90.860564,0.000420
-90.858581,0.000420
-90.856597,0.000420
-90.854613,0.000420
-90.852630,0.000421
-90.850646,0.000421
-90.848662,0.000421
-90.846679,0.000421
-90.844695,0.000421
-90.842711,0.000421
-90.840728,0.000421
-90.838744,0.000421
-90.836760,0.000421
-90.834777,0.000421
-90.832793,0.000421
-90.830809,0.000421
-90.828826,0.000421
-90.826842,0.000422
-90.824858,0.000422
-90.822875,0.000422
-90.820891,0.000422
-90.818907,0.000422
-90.816924,0.000422
-90.814940,0.000422
-90.812956,0.000422
-90.810973,0.000422
-90.808989,0.000422
-90.807005,0.000422
-90.805021,0.000422
-90.803038,0.000422
-90.801054,0.000422
-90.799070,0.000423
-90.797087,0.000423
-90.795103,0.000423
-90.793119,0.000423
-90.791136,0.000423
-90.789152,0.000423
-90.787168,0.000423
-90.785185,0.000423
-90.783201,0.000423
-90.781217,0.000423
-90.779234,0.000423
-90.777250,0.000423
-90.775266,0.000423
-90.773283,0.000424
-90.771299,0.000424
-90.769315,0.000424
-90.767332,0.000424
-90.765348,0.000424
-90.763364,0.000424
-90.761381,0.000424
-90.759397,0.000424
-90.757413,0.000424
-90.755430,0.000424
-90.753446,0.000424
-90.751462,0.000424
-90.749478,0.000424
-90.747495,0.000424
-90.745511,0.000425
-90.743527,0.000425
-90.741544,0.000425
-90.739560,0.000425
-90.737576,0.000425
-90.735593,0.000425
-90.733609,0.000425
-90.731625,0.000425
